DATE,NFCI
1992-11-06,-0.64406
1992-11-13,-0.66495
1992-11-20,-0.69292
1992-11-27,-0.72512
1992-12-04,-0.75664
1992-12-11,-0.78604
1992-12-18,-0.80905
1992-12-25,-0.82647
1993-01-01,-0.83818
1993-01-08,-0.84710
1993-01-15,-0.85250
1993-01-22,-0.86545
1993-01-29,-0.87603
1993-02-05,-0.88756
1993-02-12,-0.89906
1993-02-19,-0.90857
1993-02-26,-0.91662
1993-03-05,-0.92099
1993-03-12,-0.92251
1993-03-19,-0.92132
1993-03-26,-0.91923
1993-04-02,-0.91646
1993-04-09,-0.91524
1993-04-16,-0.91318
1993-04-23,-0.91819
1993-04-30,-0.92152
1993-05-07,-0.92528
1993-05-14,-0.92989
1993-05-21,-0.93458
1993-05-28,-0.93940
1993-06-04,-0.94495
1993-06-11,-0.95276
1993-06-18,-0.96268
1993-06-25,-0.97434
1993-07-02,-0.98688
1993-07-09,-1.00082
1993-07-16,-1.01301
1993-07-23,-1.02706
1993-07-30,-1.03686
1993-08-06,-1.04462
1993-08-13,-1.04922
1993-08-20,-1.05015
1993-08-27,-1.04784
1993-09-03,-1.04312
1993-09-10,-1.03594
1993-09-17,-1.02626
1993-09-24,-1.01494
1993-10-01,-1.00200
1993-10-08,-0.98862
1993-10-15,-0.97406
1993-10-22,-0.96024
1993-10-29,-0.94621
1993-11-05,-0.93442
1993-11-12,-0.92601
1993-11-19,-0.92196
1993-11-26,-0.92303
1993-12-03,-0.92869
1993-12-10,-0.93812
1993-12-17,-0.95014
1993-12-24,-0.96267
1993-12-31,-0.97387
1994-01-07,-0.98327
1994-01-14,-0.98904
1994-01-21,-0.99156
1994-01-28,-0.98853
1994-02-04,-0.97925
1994-02-11,-0.96337
1994-02-18,-0.94302
1994-02-25,-0.91845
1994-03-04,-0.89069
1994-03-11,-0.86284
1994-03-18,-0.83673
1994-03-25,-0.81334
1994-04-01,-0.79376
1994-04-08,-0.77975
1994-04-15,-0.77210
1994-04-22,-0.76663
1994-04-29,-0.76621
1994-05-06,-0.76631
1994-05-13,-0.76691
1994-05-20,-0.76811
1994-05-27,-0.76748
1994-06-03,-0.76354
1994-06-10,-0.75933
1994-06-17,-0.75375
1994-06-24,-0.74897
1994-07-01,-0.74651
1994-07-08,-0.74873
1994-07-15,-0.75676
1994-07-22,-0.76821
1994-07-29,-0.78208
1994-08-05,-0.79536
1994-08-12,-0.80679
1994-08-19,-0.81335
1994-08-26,-0.81307
1994-09-02,-0.80544
1994-09-09,-0.79122
1994-09-16,-0.77149
1994-09-23,-0.74930
1994-09-30,-0.72596
1994-10-07,-0.70384
1994-10-14,-0.68599
1994-10-21,-0.66618
1994-10-28,-0.64735
1994-11-04,-0.62685
1994-11-11,-0.60338
1994-11-18,-0.57636
1994-11-25,-0.54701
1994-12-02,-0.51786
1994-12-09,-0.49052
1994-12-16,-0.47106
1994-12-23,-0.46092
1994-12-30,-0.46151
1995-01-06,-0.47431
1995-01-13,-0.49814
1995-01-20,-0.52370
1995-01-27,-0.55313
1995-02-03,-0.58136
1995-02-10,-0.60624
1995-02-17,-0.62585
1995-02-24,-0.64071
1995-03-03,-0.65023
1995-03-10,-0.65660
1995-03-17,-0.66254
1995-03-24,-0.66814
1995-03-31,-0.67569
1995-04-07,-0.68523
1995-04-14,-0.69818
1995-04-21,-0.71107
1995-04-28,-0.72560
1995-05-05,-0.73817
1995-05-12,-0.74768
1995-05-19,-0.75188
1995-05-26,-0.75106
1995-06-02,-0.74423
1995-06-09,-0.73396
1995-06-16,-0.72092
1995-06-23,-0.70932
1995-06-30,-0.70076
1995-07-07,-0.69639
1995-07-14,-0.69776
1995-07-21,-0.70426
1995-07-28,-0.71334
1995-08-04,-0.72423
1995-08-11,-0.73444
1995-08-18,-0.74141
1995-08-25,-0.74433
1995-09-01,-0.74107
1995-09-08,-0.73408
1995-09-15,-0.72439
1995-09-22,-0.71343
1995-09-29,-0.70473
1995-10-06,-0.70262
1995-10-13,-0.70578
1995-10-20,-0.71911
1995-10-27,-0.73677
1995-11-03,-0.75810
1995-11-10,-0.77864
1995-11-17,-0.79249
1995-11-24,-0.79837
1995-12-01,-0.79454
1995-12-08,-0.78257
1995-12-15,-0.76451
1995-12-22,-0.74617
1995-12-29,-0.73171
1996-01-05,-0.72788
1996-01-12,-0.73117
1996-01-19,-0.75026
1996-01-26,-0.77497
1996-02-02,-0.80168
1996-02-09,-0.82499
1996-02-16,-0.84030
1996-02-23,-0.84408
1996-03-01,-0.83498
1996-03-08,-0.81558
1996-03-15,-0.78874
1996-03-22,-0.76069
1996-03-29,-0.73440
1996-04-05,-0.71511
1996-04-12,-0.70217
1996-04-19,-0.70319
1996-04-26,-0.71138
1996-05-03,-0.72505
1996-05-10,-0.74042
1996-05-17,-0.75394
1996-05-24,-0.76239
1996-05-31,-0.76351
1996-06-07,-0.75647
1996-06-14,-0.74480
1996-06-21,-0.73078
1996-06-28,-0.71781
1996-07-05,-0.70983
1996-07-12,-0.70639
1996-07-19,-0.71513
1996-07-26,-0.72897
1996-08-02,-0.74627
1996-08-09,-0.76477
1996-08-16,-0.77918
1996-08-23,-0.78631
1996-08-30,-0.78640
1996-09-06,-0.77927
1996-09-13,-0.76918
1996-09-20,-0.75863
1996-09-27,-0.75056
1996-10-04,-0.74910
1996-10-11,-0.75416
1996-10-18,-0.76605
1996-10-25,-0.78073
1996-11-01,-0.79546
1996-11-08,-0.80618
1996-11-15,-0.80980
1996-11-22,-0.80449
1996-11-29,-0.79002
1996-12-06,-0.76754
1996-12-13,-0.74116
1996-12-20,-0.71502
1996-12-27,-0.69300
1997-01-03,-0.67690
1997-01-10,-0.67020
1997-01-17,-0.67422
1997-01-24,-0.68526
1997-01-31,-0.70162
1997-02-07,-0.72000
1997-02-14,-0.73795
1997-02-21,-0.75093
1997-02-28,-0.75763
1997-03-07,-0.75654
1997-03-14,-0.74942
1997-03-21,-0.73712
1997-03-28,-0.72206
1997-04-04,-0.70533
1997-04-11,-0.69035
1997-04-18,-0.67872
1997-04-25,-0.67070
1997-05-02,-0.66671
1997-05-09,-0.66517
1997-05-16,-0.66587
1997-05-23,-0.66811
1997-05-30,-0.67040
1997-06-06,-0.67319
1997-06-13,-0.67673
1997-06-20,-0.68061
1997-06-27,-0.68444
1997-07-04,-0.68881
1997-07-11,-0.69254
1997-07-18,-0.69534
1997-07-25,-0.69703
1997-08-01,-0.69675
1997-08-08,-0.69467
1997-08-15,-0.69059
1997-08-22,-0.68607
1997-08-29,-0.68099
1997-09-05,-0.67565
1997-09-12,-0.67051
1997-09-19,-0.66463
1997-09-26,-0.65685
1997-10-03,-0.64630
1997-10-10,-0.63235
1997-10-17,-0.61292
1997-10-24,-0.59135
1997-10-31,-0.56836
1997-11-07,-0.54917
1997-11-14,-0.53297
1997-11-21,-0.52320
1997-11-28,-0.51948
1997-12-05,-0.52059
1997-12-12,-0.52483
1997-12-19,-0.53298
1997-12-26,-0.54383
1998-01-02,-0.55658
1998-01-09,-0.57070
1998-01-16,-0.58690
1998-01-23,-0.60353
1998-01-30,-0.62001
1998-02-06,-0.63650
1998-02-13,-0.65049
1998-02-20,-0.66209
1998-02-27,-0.67034
1998-03-06,-0.67374
1998-03-13,-0.67411
1998-03-20,-0.67266
1998-03-27,-0.66856
1998-04-03,-0.66347
1998-04-10,-0.65779
1998-04-17,-0.65111
1998-04-24,-0.64460
1998-05-01,-0.63761
1998-05-08,-0.63086
1998-05-15,-0.62436
1998-05-22,-0.61774
1998-05-29,-0.60985
1998-06-05,-0.60315
1998-06-12,-0.59763
1998-06-19,-0.59467
1998-06-26,-0.59377
1998-07-03,-0.59448
1998-07-10,-0.59411
1998-07-17,-0.59056
1998-07-24,-0.58083
1998-07-31,-0.56190
1998-08-07,-0.53220
1998-08-14,-0.49088
1998-08-21,-0.43840
1998-08-28,-0.37635
1998-09-04,-0.30889
1998-09-11,-0.24092
1998-09-18,-0.17511
1998-09-25,-0.11595
1998-10-02,-0.06699
1998-10-09,-0.03221
1998-10-16,-0.01386
1998-10-23,-0.01834
1998-10-30,-0.03507
1998-11-06,-0.06097
1998-11-13,-0.08890
1998-11-20,-0.11844
1998-11-27,-0.14426
1998-12-04,-0.16238
1998-12-11,-0.17678
1998-12-18,-0.18836
1998-12-25,-0.20025
1999-01-01,-0.21176
1999-01-08,-0.22713
1999-01-15,-0.24550
1999-01-22,-0.26977
1999-01-29,-0.29681
1999-02-05,-0.32530
1999-02-12,-0.35296
1999-02-19,-0.37854
1999-02-26,-0.39979
1999-03-05,-0.41475
1999-03-12,-0.42519
1999-03-19,-0.43087
1999-03-26,-0.43367
1999-04-02,-0.43512
1999-04-09,-0.43751
1999-04-16,-0.43944
1999-04-23,-0.44516
1999-04-30,-0.44996
1999-05-07,-0.45276
1999-05-14,-0.45230
1999-05-21,-0.44769
1999-05-28,-0.43854
1999-06-04,-0.42587
1999-06-11,-0.41054
1999-06-18,-0.39254
1999-06-25,-0.37205
1999-07-02,-0.34897
1999-07-09,-0.32405
1999-07-16,-0.29745
1999-07-23,-0.27229
1999-07-30,-0.24960
1999-08-06,-0.23010
1999-08-13,-0.21588
1999-08-20,-0.20622
1999-08-27,-0.19876
1999-09-03,-0.19110
1999-09-10,-0.18239
1999-09-17,-0.17374
1999-09-24,-0.16523
1999-10-01,-0.15756
1999-10-08,-0.15289
1999-10-15,-0.15658
1999-10-22,-0.16586
1999-10-29,-0.18125
1999-11-05,-0.19937
1999-11-12,-0.21735
1999-11-19,-0.23245
1999-11-26,-0.24028
1999-12-03,-0.24202
1999-12-10,-0.23929
1999-12-17,-0.23589
1999-12-24,-0.23320
1999-12-31,-0.23295
2000-01-07,-0.24045
2000-01-14,-0.24933
2000-01-21,-0.26064
2000-01-28,-0.26973
2000-02-04,-0.27374
2000-02-11,-0.27304
2000-02-18,-0.26497
2000-02-25,-0.24958
2000-03-03,-0.22992
2000-03-10,-0.20576
2000-03-17,-0.17948
2000-03-24,-0.15453
2000-03-31,-0.13193
2000-04-07,-0.11784
2000-04-14,-0.10559
2000-04-21,-0.10115
2000-04-28,-0.09672
2000-05-05,-0.09167
2000-05-12,-0.08611
2000-05-19,-0.07943
2000-05-26,-0.07059
2000-06-02,-0.06208
2000-06-09,-0.05587
2000-06-16,-0.05223
2000-06-23,-0.05430
2000-06-30,-0.06223
2000-07-07,-0.07946
2000-07-14,-0.09971
2000-07-21,-0.13070
2000-07-28,-0.16083
2000-08-04,-0.19033
2000-08-11,-0.21563
2000-08-18,-0.23326
2000-08-25,-0.24212
2000-09-01,-0.24280
2000-09-08,-0.23545
2000-09-15,-0.22292
2000-09-22,-0.20836
2000-09-29,-0.19439
2000-10-06,-0.18573
2000-10-13,-0.17585
2000-10-20,-0.18258
2000-10-27,-0.18873
2000-11-03,-0.19493
2000-11-10,-0.19546
2000-11-17,-0.18804
2000-11-24,-0.17096
2000-12-01,-0.14681
2000-12-08,-0.11979
2000-12-15,-0.09598
2000-12-22,-0.08011
2000-12-29,-0.08005
2001-01-05,-0.09622
2001-01-12,-0.12000
2001-01-19,-0.16665
2001-01-26,-0.21095
2001-02-02,-0.25400
2001-02-09,-0.28795
2001-02-16,-0.30941
2001-02-23,-0.31354
2001-03-02,-0.30531
2001-03-09,-0.28758
2001-03-16,-0.26392
2001-03-23,-0.24286
2001-03-30,-0.23048
2001-04-06,-0.23056
2001-04-13,-0.24027
2001-04-20,-0.27680
2001-04-27,-0.31552
2001-05-04,-0.36005
2001-05-11,-0.40067
2001-05-18,-0.43176
2001-05-25,-0.45159
2001-06-01,-0.45813
2001-06-08,-0.45300
2001-06-15,-0.43940
2001-06-22,-0.42418
2001-06-29,-0.41173
2001-07-06,-0.40933
2001-07-13,-0.40935
2001-07-20,-0.43452
2001-07-27,-0.45752
2001-08-03,-0.48055
2001-08-10,-0.49202
2001-08-17,-0.48914
2001-08-24,-0.46736
2001-08-31,-0.43037
2001-09-07,-0.38128
2001-09-14,-0.32698
2001-09-21,-0.28097
2001-09-28,-0.25337
2001-10-05,-0.24328
2001-10-12,-0.24462
2001-10-19,-0.27717
2001-10-26,-0.31113
2001-11-02,-0.34652
2001-11-09,-0.37425
2001-11-16,-0.39166
2001-11-23,-0.39130
2001-11-30,-0.37901
2001-12-07,-0.35921
2001-12-14,-0.33788
2001-12-21,-0.32029
2001-12-28,-0.31284
2002-01-04,-0.31725
2002-01-11,-0.32735
2002-01-18,-0.36106
2002-01-25,-0.39016
2002-02-01,-0.41960
2002-02-08,-0.44271
2002-02-15,-0.45960
2002-02-22,-0.46716
2002-03-01,-0.46906
2002-03-08,-0.46557
2002-03-15,-0.45951
2002-03-22,-0.45733
2002-03-29,-0.45906
2002-04-05,-0.47015
2002-04-12,-0.48375
2002-04-19,-0.51717
2002-04-26,-0.54783
2002-05-03,-0.58048
2002-05-10,-0.60592
2002-05-17,-0.62317
2002-05-24,-0.62676
2002-05-31,-0.61732
2002-06-07,-0.59469
2002-06-14,-0.56225
2002-06-21,-0.52371
2002-06-28,-0.48303
2002-07-05,-0.44688
2002-07-12,-0.41231
2002-07-19,-0.39505
2002-07-26,-0.38286
2002-08-02,-0.38141
2002-08-09,-0.38262
2002-08-16,-0.38619
2002-08-23,-0.38623
2002-08-30,-0.38085
2002-09-06,-0.36804
2002-09-13,-0.35018
2002-09-20,-0.32975
2002-09-27,-0.31119
2002-10-04,-0.29990
2002-10-11,-0.29498
2002-10-18,-0.30891
2002-10-25,-0.32774
2002-11-01,-0.35328
2002-11-08,-0.37902
2002-11-15,-0.40132
2002-11-22,-0.41678
2002-11-29,-0.42275
2002-12-06,-0.42064
2002-12-13,-0.41391
2002-12-20,-0.40663
2002-12-27,-0.40005
2003-01-03,-0.39980
2003-01-10,-0.40294
2003-01-17,-0.41741
2003-01-24,-0.43067
2003-01-31,-0.44482
2003-02-07,-0.45598
2003-02-14,-0.46367
2003-02-21,-0.47021
2003-02-28,-0.47438
2003-03-07,-0.47844
2003-03-14,-0.48387
2003-03-21,-0.49582
2003-03-28,-0.51291
2003-04-04,-0.53737
2003-04-11,-0.56266
2003-04-18,-0.59760
2003-04-25,-0.62890
2003-05-02,-0.65553
2003-05-09,-0.67453
2003-05-16,-0.68508
2003-05-23,-0.68907
2003-05-30,-0.68711
2003-06-06,-0.68211
2003-06-13,-0.67579
2003-06-20,-0.67261
2003-06-27,-0.67005
2003-07-04,-0.66992
2003-07-11,-0.66803
2003-07-18,-0.67066
2003-07-25,-0.66911
2003-08-01,-0.66312
2003-08-08,-0.65541
2003-08-15,-0.64672
2003-08-22,-0.63769
2003-08-29,-0.62989
2003-09-05,-0.62468
2003-09-12,-0.62320
2003-09-19,-0.62519
2003-09-26,-0.62944
2003-10-03,-0.63646
2003-10-10,-0.64496
2003-10-17,-0.65839
2003-10-24,-0.66751
2003-10-31,-0.67727
2003-11-07,-0.68430
2003-11-14,-0.69022
2003-11-21,-0.69248
2003-11-28,-0.69433
2003-12-05,-0.69454
2003-12-12,-0.69617
2003-12-19,-0.69991
2003-12-26,-0.70472
2004-01-02,-0.71337
2004-01-09,-0.72449
2004-01-16,-0.73834
2004-01-23,-0.74877
2004-01-30,-0.75984
2004-02-06,-0.76799
2004-02-13,-0.77586
2004-02-20,-0.77960
2004-02-27,-0.78279
2004-03-05,-0.78437
2004-03-12,-0.78565
2004-03-19,-0.78683
2004-03-26,-0.78561
2004-04-02,-0.78386
2004-04-09,-0.77811
2004-04-16,-0.77163
2004-04-23,-0.75687
2004-04-30,-0.74286
2004-05-07,-0.72705
2004-05-14,-0.71472
2004-05-21,-0.70323
2004-05-28,-0.69675
2004-06-04,-0.69367
2004-06-11,-0.69376
2004-06-18,-0.69566
2004-06-25,-0.69690
2004-07-02,-0.69881
2004-07-09,-0.69845
2004-07-16,-0.69856
2004-07-23,-0.69337
2004-07-30,-0.68960
2004-08-06,-0.68457
2004-08-13,-0.68291
2004-08-20,-0.68003
2004-08-27,-0.68102
2004-09-03,-0.68327
2004-09-10,-0.68790
2004-09-17,-0.69407
2004-09-24,-0.70055
2004-10-01,-0.70668
2004-10-08,-0.70993
2004-10-15,-0.71440
2004-10-22,-0.71333
2004-10-29,-0.71335
2004-11-05,-0.71225
2004-11-12,-0.71273
2004-11-19,-0.71219
2004-11-26,-0.71299
2004-12-03,-0.71317
2004-12-10,-0.71392
2004-12-17,-0.71473
2004-12-24,-0.71385
2004-12-31,-0.71399
2005-01-07,-0.71360
2005-01-14,-0.71614
2005-01-21,-0.71323
2005-01-28,-0.71314
2005-02-04,-0.71253
2005-02-11,-0.71177
2005-02-18,-0.70929
2005-02-25,-0.70708
2005-03-04,-0.70410
2005-03-11,-0.70139
2005-03-18,-0.69857
2005-03-25,-0.69518
2005-04-01,-0.69133
2005-04-08,-0.68495
2005-04-15,-0.67988
2005-04-22,-0.66514
2005-04-29,-0.65307
2005-05-06,-0.64001
2005-05-13,-0.62825
2005-05-20,-0.61940
2005-05-27,-0.61565
2005-06-03,-0.61491
2005-06-10,-0.61796
2005-06-17,-0.62386
2005-06-24,-0.63110
2005-07-01,-0.63938
2005-07-08,-0.64496
2005-07-15,-0.65193
2005-07-22,-0.65048
2005-07-29,-0.64876
2005-08-05,-0.64275
2005-08-12,-0.63540
2005-08-19,-0.62548
2005-08-26,-0.61686
2005-09-02,-0.60847
2005-09-09,-0.60195
2005-09-16,-0.59840
2005-09-23,-0.59640
2005-09-30,-0.59776
2005-10-07,-0.60092
2005-10-14,-0.60825
2005-10-21,-0.61184
2005-10-28,-0.61712
2005-11-04,-0.61890
2005-11-11,-0.61923
2005-11-18,-0.61638
2005-11-25,-0.61128
2005-12-02,-0.60534
2005-12-09,-0.59990
2005-12-16,-0.59724
2005-12-23,-0.59519
2005-12-30,-0.59676
2006-01-06,-0.60031
2006-01-13,-0.60899
2006-01-20,-0.61396
2006-01-27,-0.62193
2006-02-03,-0.62795
2006-02-10,-0.63341
2006-02-17,-0.63684
2006-02-24,-0.63999
2006-03-03,-0.64201
2006-03-10,-0.64441
2006-03-17,-0.64903
2006-03-24,-0.65369
2006-03-31,-0.65927
2006-04-07,-0.66461
2006-04-14,-0.67063
2006-04-21,-0.67131
2006-04-28,-0.67167
2006-05-05,-0.66759
2006-05-12,-0.66071
2006-05-19,-0.64878
2006-05-26,-0.63603
2006-06-02,-0.62184
2006-06-09,-0.60757
2006-06-16,-0.59552
2006-06-23,-0.58546
2006-06-30,-0.58081
2006-07-07,-0.58071
2006-07-14,-0.58592
2006-07-21,-0.59286
2006-07-28,-0.60408
2006-08-04,-0.61508
2006-08-11,-0.62502
2006-08-18,-0.63212
2006-08-25,-0.63483
2006-09-01,-0.63363
2006-09-08,-0.63011
2006-09-15,-0.62601
2006-09-22,-0.62217
2006-09-29,-0.62195
2006-10-06,-0.62688
2006-10-13,-0.63361
2006-10-20,-0.64666
2006-10-27,-0.65890
2006-11-03,-0.66848
2006-11-10,-0.67475
2006-11-17,-0.67535
2006-11-24,-0.67194
2006-12-01,-0.66432
2006-12-08,-0.65651
2006-12-15,-0.64948
2006-12-22,-0.64823
2006-12-29,-0.65165
2007-01-05,-0.66180
2007-01-12,-0.67373
2007-01-19,-0.69355
2007-01-26,-0.70963
2007-02-02,-0.72097
2007-02-09,-0.72599
2007-02-16,-0.72205
2007-02-23,-0.71102
2007-03-02,-0.69361
2007-03-09,-0.67531
2007-03-16,-0.65715
2007-03-23,-0.64532
2007-03-30,-0.63657
2007-04-06,-0.63376
2007-04-13,-0.63123
2007-04-20,-0.63735
2007-04-27,-0.63929
2007-05-04,-0.63934
2007-05-11,-0.63691
2007-05-18,-0.63092
2007-05-25,-0.62318
2007-06-01,-0.61456
2007-06-08,-0.60744
2007-06-15,-0.60045
2007-06-22,-0.59322
2007-06-29,-0.57952
2007-07-06,-0.55578
2007-07-13,-0.50932
2007-07-20,-0.44595
2007-07-27,-0.35232
2007-08-03,-0.23943
2007-08-10,-0.11352
2007-08-17,0.01160
2007-08-24,0.11783
2007-08-31,0.18498
2007-09-07,0.21487
2007-09-14,0.20290
2007-09-21,0.15499
2007-09-28,0.09142
2007-10-05,0.02548
2007-10-12,-0.02073
2007-10-19,-0.04414
2007-10-26,-0.02462
2007-11-02,0.03155
2007-11-09,0.12358
2007-11-16,0.23146
2007-11-23,0.34670
2007-11-30,0.44428
2007-12-07,0.51605
2007-12-14,0.55230
2007-12-21,0.55137
2007-12-28,0.51838
2008-01-04,0.47025
2008-01-11,0.42400
2008-01-18,0.38113
2008-01-25,0.37069
2008-02-01,0.38027
2008-02-08,0.42539
2008-02-15,0.49414
2008-02-22,0.58232
2008-02-29,0.67371
2008-03-07,0.76320
2008-03-14,0.82802
2008-03-21,0.86309
2008-03-28,0.85789
2008-04-04,0.82070
2008-04-11,0.76386
2008-04-18,0.67815
2008-04-25,0.58848
2008-05-02,0.50071
2008-05-09,0.43328
2008-05-16,0.38879
2008-05-23,0.37794
2008-05-30,0.39715
2008-06-06,0.44535
2008-06-13,0.50779
2008-06-20,0.57553
2008-06-27,0.63486
2008-07-04,0.67532
2008-07-11,0.69158
2008-07-18,0.66743
2008-07-25,0.62713
2008-08-01,0.58237
2008-08-08,0.55122
2008-08-15,0.54973
2008-08-22,0.60739
2008-08-29,0.72326
2008-09-05,0.90557
2008-09-12,1.14130
2008-09-19,1.43295
2008-09-26,1.71509
2008-10-03,1.98445
2008-10-10,2.21035
2008-10-17,2.38570
2008-10-24,2.50340
2008-10-31,2.59983
2008-11-07,2.66566
2008-11-14,2.72347
2008-11-21,2.79030
2008-11-28,2.81398
2008-12-05,2.80911
2008-12-12,2.75977
2008-12-19,2.65920
2008-12-26,2.51304
2009-01-02,2.36786
2009-01-09,2.20375
2009-01-16,2.06550
2009-01-23,1.96451
2009-01-30,1.89927
2009-02-06,1.86946
2009-02-13,1.87627
2009-02-20,1.90236
2009-02-27,1.92513
2009-03-06,1.93823
2009-03-13,1.91395
2009-03-20,1.85650
2009-03-27,1.76412
2009-04-03,1.65135
2009-04-10,1.51815
2009-04-17,1.39001
2009-04-24,1.26320
2009-05-01,1.14577
2009-05-08,1.04270
2009-05-15,0.96553
2009-05-22,0.90199
2009-05-29,0.86129
2009-06-05,0.82919
2009-06-12,0.80260
2009-06-19,0.77488
2009-06-26,0.73533
2009-07-03,0.68540
2009-07-10,0.62215
2009-07-17,0.54882
2009-07-24,0.47005
2009-07-31,0.39713
2009-08-07,0.33320
2009-08-14,0.28300
2009-08-21,0.24070
2009-08-28,0.20791
2009-09-04,0.18250
2009-09-11,0.15866
2009-09-18,0.13823
2009-09-25,0.11789
2009-10-02,0.10297
2009-10-09,0.08646
2009-10-16,0.07333
2009-10-23,0.05595
2009-10-30,0.04486
2009-11-06,0.03168
2009-11-13,0.01645
2009-11-20,-0.00029
2009-11-27,-0.01775
2009-12-04,-0.03855
2009-12-11,-0.06416
2009-12-18,-0.09042
2009-12-25,-0.11590
2010-01-01,-0.13622
2010-01-08,-0.15417
2010-01-15,-0.16544
2010-01-22,-0.16863
2010-01-29,-0.16938
2010-02-05,-0.17110
2010-02-12,-0.17970
2010-02-19,-0.19803
2010-02-26,-0.22707
2010-03-05,-0.26592
2010-03-12,-0.31138
2010-03-19,-0.35738
2010-03-26,-0.39784
2010-04-02,-0.42601
2010-04-09,-0.43756
2010-04-16,-0.42751
2010-04-23,-0.39298
2010-04-30,-0.33682
2010-05-07,-0.26377
2010-05-14,-0.19153
2010-05-21,-0.11967
2010-05-28,-0.06527
2010-06-04,-0.03390
2010-06-11,-0.02556
2010-06-18,-0.04345
2010-06-25,-0.07479
2010-07-02,-0.11459
2010-07-09,-0.15936
2010-07-16,-0.20253
2010-07-23,-0.22736
2010-07-30,-0.24399
2010-08-06,-0.24874
2010-08-13,-0.24360
2010-08-20,-0.23648
2010-08-27,-0.23208
2010-09-03,-0.23501
2010-09-10,-0.24806
2010-09-17,-0.26890
2010-09-24,-0.29466
2010-10-01,-0.32407
2010-10-08,-0.35041
2010-10-15,-0.37445
2010-10-22,-0.38625
2010-10-29,-0.39410
2010-11-05,-0.39508
2010-11-12,-0.39107
2010-11-19,-0.38666
2010-11-26,-0.38433
2010-12-03,-0.38672
2010-12-10,-0.39707
2010-12-17,-0.41244
2010-12-24,-0.43171
2010-12-31,-0.45334
2011-01-07,-0.47474
2011-01-14,-0.49671
2011-01-21,-0.51056
2011-01-28,-0.52090
2011-02-04,-0.52340
2011-02-11,-0.52022
2011-02-18,-0.51017
2011-02-25,-0.49676
2011-03-04,-0.48645
2011-03-11,-0.48018
2011-03-18,-0.48030
2011-03-25,-0.49009
2011-04-01,-0.50548
2011-04-08,-0.52216
2011-04-15,-0.53962
2011-04-22,-0.54443
2011-04-29,-0.54418
2011-05-06,-0.53319
2011-05-13,-0.51456
2011-05-20,-0.49445
2011-05-27,-0.47357
2011-06-03,-0.45746
2011-06-10,-0.44688
2011-06-17,-0.44426
2011-06-24,-0.44623
2011-07-01,-0.44890
2011-07-08,-0.44160
2011-07-15,-0.42404
2011-07-22,-0.38225
2011-07-29,-0.32682
2011-08-05,-0.25288
2011-08-12,-0.17031
2011-08-19,-0.09577
2011-08-26,-0.02844
2011-09-02,0.01845
2011-09-09,0.04974
2011-09-16,0.05840
2011-09-23,0.05482
2011-09-30,0.03749
2011-10-07,0.01648
2011-10-14,-0.01457
2011-10-21,-0.02208
2011-10-28,-0.02721
2011-11-04,-0.01554
2011-11-11,0.00478
2011-11-18,0.02858
2011-11-25,0.05033
2011-12-02,0.05646
2011-12-09,0.05092
2011-12-16,0.03017
2011-12-23,-0.00324
2011-12-30,-0.04951
2012-01-06,-0.09958
2012-01-13,-0.15603
2012-01-20,-0.19565
2012-01-27,-0.23271
2012-02-03,-0.25749
2012-02-10,-0.27462
2012-02-17,-0.28560
2012-02-24,-0.29547
2012-03-02,-0.30835
2012-03-09,-0.32247
2012-03-16,-0.34140
2012-03-23,-0.35710
2012-03-30,-0.36863
2012-04-06,-0.37061
2012-04-13,-0.36649
2012-04-20,-0.34485
2012-04-27,-0.31776
2012-05-04,-0.28230
2012-05-11,-0.24202
2012-05-18,-0.20252
2012-05-25,-0.17277
2012-06-01,-0.15431
2012-06-08,-0.14968
2012-06-15,-0.16120
2012-06-22,-0.18345
2012-06-29,-0.21121
2012-07-06,-0.23995
2012-07-13,-0.27010
2012-07-20,-0.28639
2012-07-27,-0.30010
2012-08-03,-0.31020
2012-08-10,-0.31780
2012-08-17,-0.32660
2012-08-24,-0.33810
2012-08-31,-0.35371
2012-09-07,-0.37487
2012-09-14,-0.40169
2012-09-21,-0.42739
2012-09-28,-0.45059
2012-10-05,-0.46995
2012-10-12,-0.48567
2012-10-19,-0.48750
2012-10-26,-0.48634
2012-11-02,-0.47995
2012-11-09,-0.47202
2012-11-16,-0.46559
2012-11-23,-0.46530
2012-11-30,-0.46880
2012-12-07,-0.47818
2012-12-14,-0.49336
2012-12-21,-0.51101
2012-12-28,-0.52866
2013-01-04,-0.54664
2013-01-11,-0.56361
2013-01-18,-0.56744
2013-01-25,-0.57015
2013-02-01,-0.56704
2013-02-08,-0.56157
2013-02-15,-0.55638
2013-02-22,-0.55383
2013-03-01,-0.55324
2013-03-08,-0.55806
2013-03-15,-0.56729
2013-03-22,-0.58008
2013-03-29,-0.59565
2013-04-05,-0.61221
2013-04-12,-0.63203
2013-04-19,-0.64183
2013-04-26,-0.65285
2013-05-03,-0.65779
2013-05-10,-0.65760
2013-05-17,-0.65042
2013-05-24,-0.63873
2013-05-31,-0.62244
2013-06-07,-0.60548
2013-06-14,-0.59152
2013-06-21,-0.58151
2013-06-28,-0.57951
2013-07-05,-0.58231
2013-07-12,-0.59294
2013-07-19,-0.59818
2013-07-26,-0.60539
2013-08-02,-0.60735
2013-08-09,-0.60625
2013-08-16,-0.60213
2013-08-23,-0.59637
